dataset,dialect_code,prob,dialectness,score,macro_score
Cohere,dza,0.08528784924742973,0.14068454789994944,0.054503436577796514,0.10860790839396421
Cohere,egy,0.1011995513067402,0.1002795086665587,0.06138466259346982,0.06469545412945346
Cohere,kwt,0.001631969319082646,0.074956555540363,0.0003066641796595808,0.03889834098513058
Cohere,mar,0.10299198739371743,0.0888734780477755,0.05810895316917027,0.06181823649838524
Cohere,pse,0.036682571207450686,0.12610746991604266,0.025850783195071784,0.07642284382462576
Cohere,sau,0.0549435169698266,0.06715395467148887,0.016767797914402433,0.028593063116821506
Cohere,sdn,0.03683525535355633,0.09031061868823011,0.015080054531269994,0.04313271999130585
Cohere,syr,0.04663779256945344,0.08526204014667357,0.02033546311069615,0.05711169434555559
Okapi,dza,0.24704599982942455,0.37370418081991374,0.094322924499814,0.26102633230195466
Okapi,egy,0.7864685605338309,0.5390272945538164,0.43653322086614854,0.43938622780471237
Okapi,kwt,0.0897921849944396,0.35836818392388525,0.023866894895050828,0.23440261595040654
Okapi,mar,0.8102454966201913,0.42431273639551365,0.35750991296578943,0.3677994309101248
Okapi,pse,0.4961423816450406,0.4355187850689981,0.23736906142860023,0.3723051865422182
Okapi,sau,0.24451898360741325,0.2448730886937119,0.05494373324477175,0.14404761586309767
Okapi,sdn,0.2737444705498638,0.4297244406118989,0.13148889543320463,0.25887965456167533
Okapi,syr,0.4479055182123557,0.46915894228965044,0.2397790617516505,0.4363646349948308
ShareGPT,dza,0.22619943014375166,0.2710511312028393,0.0686452528618981,0.16015524762843417
ShareGPT,egy,0.762034595105215,0.4143273258022964,0.3343292042347328,0.3366702167784915
ShareGPT,kwt,0.08557168904226273,0.24451775016612373,0.00840320608742538,0.16207750149611094
ShareGPT,mar,0.7431388477364089,0.34087173993233594,0.27149006405227627,0.2846732100870014
ShareGPT,pse,0.2976283678575419,0.31834586694836614,0.10085568467767468,0.23820016787189066
ShareGPT,sau,0.2808127170044463,0.1441342825256288,0.039886990983430286,0.10420857946987351
ShareGPT,sdn,0.17340803451486864,0.34667483730358073,0.05210502625574906,0.20641692085941327
ShareGPT,syr,0.2714481418475043,0.31382885986939074,0.09675500618653361,0.24003466184479955
