dataset,dialect_code,prob,dialectness,score,macro_score
BTEC,dza,0.25195750613667767,0.5687885520304553,0.17249633149566157,0.4465076295698095
BTEC,egy,0.6048386698533431,0.6718244671262801,0.43134492693678056,0.43935669482177636
BTEC,mar,0.8445245919347508,0.6128379009664059,0.5286595029113027,0.5563022877290892
BTEC,pse,0.22573476585952448,0.617334061190486,0.16299402879177968,0.4867815524810887
BTEC,sau,0.29716457253001866,0.4916223837947473,0.1511901523367731,0.27685104761406876
BTEC,sdn,0.16074471321742748,0.5577379652066157,0.10526442101287048,0.2506337495831201
BTEC,syr,0.1815975054251612,0.6190168815420475,0.13034339085972454,0.49037126110234774
FLORES,egy,0.5478362132830079,0.5333970945049077,0.31112536998081003,0.3169480161133455
FLORES,mar,0.8887615851283772,0.43758383395615963,0.40114028638167015,0.40590617406971885
FLORES,pse,0.14390531360695605,0.4313193048350513,0.07418968558056409,0.3014939209301201
FLORES,sau,0.16893815020492184,0.3525875306635862,0.0675894697196075,0.22509243307637672
FLORES,syr,0.13944730310933665,0.4877697932627052,0.08159045705002806,0.3650159149886866
HABIBI,dza,0.11820260970786364,0.540882147409707,0.052902899397136084,0.41664901076088456
HABIBI,egy,0.5627149560063844,0.6906835297413636,0.40993240530098146,0.417361668093277
HABIBI,kwt,0.0329462223147857,0.5394052582792938,0.017361863845576402,0.2748784544204105
HABIBI,mar,0.6331323460384738,0.5058975750952959,0.3252131796220145,0.416555190640873
HABIBI,pse,0.27959788385301065,0.6910753239614841,0.20215152619090912,0.4462878493804682
HABIBI,sau,0.17648059633473168,0.45663994014728815,0.06694126934755394,0.2613083055648032
HABIBI,sdn,0.1164493224392983,0.6208308641348155,0.0788032189409176,0.2433674493440161
HABIBI,syr,0.19035731779178605,0.6637992876302451,0.12170032560315018,0.5022168004134003
