dataset,dialect_code,prob,dialectness,score,macro_score
BTEC,dza,0.10389383886707947,0.6937385660537985,0.0724495698699422,0.6835569221640747
BTEC,egy,0.03763092529465212,0.788290841281414,0.020906756091519006,0.02926641621826386
BTEC,mar,0.9528310513496399,0.7531826290115714,0.7278537631775694,0.7394181175900029
BTEC,pse,0.008871394545349177,0.7598859410174191,0.002559680448793144,0.017778569757429544
BTEC,sau,0.027493411036775797,0.7156683967262506,0.015716226393085644,0.019876668349599433
BTEC,sdn,0.017106123113335342,0.7096096929744817,0.00787065296470877,0.03364270060843139
BTEC,syr,0.004772888784355018,0.7310768308164551,0.003326327439085175,0.018535149488591827
FLORES,egy,0.005074971956200897,0.6413475959189237,0.0015271865624940971,0.0016852383034436271
FLORES,mar,0.945083580063656,0.5805380137311295,0.568705735705322,0.5781197868830522
FLORES,pse,0.00019538763066520915,0.6049665165506304,0.0001157229792166327,0.0004986003247580526
FLORES,sau,0.00015443698146555107,0.6164472698047757,9.148449763838797e-05,0.0010941278370684494
FLORES,syr,0.0003359098859800724,0.6265188050270081,0.00020828126064933953,0.0007269645976906583
HABIBI,dza,0.14156201655639272,0.6387937178931616,0.07905728846565746,0.6335200627733679
HABIBI,egy,0.005761415952438256,0.7782693135738373,0.003365315139815092,0.0037051255321615467
HABIBI,kwt,0.0015210048320295755,0.7367902359738946,0.000553427769172744,0.009170978104139603
HABIBI,mar,0.8826139967772179,0.6907353254035116,0.6387238038232403,0.6785998924411415
HABIBI,pse,0.004414797620437383,0.7469098223134493,0.0021414828022724894,0.015006040667292426
HABIBI,sau,0.010872501229168847,0.6823345262557268,0.00594289466447151,0.02098088807280294
HABIBI,sdn,0.017967494954376967,0.729104347156501,0.009703473978495896,0.021335227908394573
HABIBI,syr,0.006023580293694977,0.7935483242571354,0.004942719567012258,0.012727219137790539
