dataset,dialect_code,prob,dialectness,score,macro_score
BTEC,dza,0.24178269039548467,0.33708216215949505,0.1382687117455242,0.29246643595491373
BTEC,egy,0.5295481786192977,0.3746645104850177,0.29763875674721746,0.30178554331105856
BTEC,mar,0.7515037248728913,0.3316485147940693,0.3212645390304543,0.3240481003462522
BTEC,pse,0.13123421282856726,0.30254635709454303,0.06309532214491793,0.21806175268681527
BTEC,sau,0.1652971999265719,0.10144825367839076,0.04363022259657992,0.0935886444650192
BTEC,sdn,0.26722641178115736,0.3120597449154593,0.10705637451172922,0.2068823486104766
BTEC,syr,0.1615541067982849,0.36566222899127754,0.07105314938756609,0.26185908027372606
FLORES,egy,0.45718621836276724,0.2948196320235729,0.2337346290103909,0.2450209084748137
FLORES,mar,0.5737263369141147,0.2306972342543304,0.20228246354072335,0.2178320967882739
FLORES,pse,0.07748161174196866,0.1737919834360946,0.0205957108821048,0.10321988246418203
FLORES,sau,0.1016627969313413,0.01364692116738297,0.003463273611287706,0.011773318037522018
FLORES,syr,0.08761199348402443,0.21704185262322426,0.027989348455116428,0.1431035312196779
HABIBI,dza,0.18528031929190025,0.21984405632146858,0.06129435084693664,0.1794132065409628
HABIBI,egy,0.591205986677669,0.4508111520879902,0.3807589749636911,0.38409415379632805
HABIBI,kwt,0.022100979380193165,0.25490510888630524,0.007334141766952328,0.16203394500618465
HABIBI,mar,0.6249532016192098,0.2680007591866888,0.21200054031270704,0.2553031900824486
HABIBI,pse,0.09196116688205318,0.3405981267330786,0.03962242657445179,0.15711122935125005
HABIBI,sau,0.16912985859438778,0.13491388973779977,0.02901498028394242,0.11211399719039251
HABIBI,sdn,0.11467964889156827,0.24503158143050568,0.05760058938878197,0.1638599974623849
HABIBI,syr,0.1877240142413939,0.4247987155406736,0.09940290793444623,0.2569715031421278
