dataset,dialect_code,prob,dialectness,score,macro_score,SpBLEU_corpus_score,ChrF_corpus_score
BTEC,dza-eng,0.0,0.0,0.0,0.0,0.2976962803389826,0.4940268603941061
BTEC,dza-msa,0.0,0.0,0.0,0.0,0.08196305350011997,0.291709940344731
BTEC,egy-eng,0.0,0.0,0.0,0.0,0.35929958093037095,0.534382285284774
BTEC,egy-msa,0.0,0.0,0.0,0.0,0.08660614528511887,0.29510876546678566
BTEC,eng-dza,0.3177840595646558,0.5328368060046341,0.19324743748451367,0.43880961997926254,0.09453611527041639,0.26655253776633014
BTEC,eng-egy,0.5551648142586054,0.6249899048218504,0.41707211839129116,0.4451712377958259,0.15010545123934102,0.33858160816691263
BTEC,eng-sau,0.2982228006221703,0.46872812938847347,0.16339918934090641,0.247893510929383,0.16004020071098968,0.3606297994361086
BTEC,eng-syr,0.2436155614911695,0.6047023370215903,0.18284676307185208,0.47321426630041985,0.13406434494167746,0.3150238624173815
BTEC,msa-dza,0.40200707580399464,0.47196090752200687,0.2369494383423414,0.4065806446348757,0.08569801966354047,0.27932742819932294
BTEC,msa-egy,0.5982848193886457,0.6278192292858148,0.44958783684317993,0.4790077320397749,0.11255546937158588,0.32803916431526575
BTEC,msa-sau,0.18520378253822856,0.5566155358936521,0.11759969257162525,0.18686273427441272,0.11975983785383663,0.3256216453765908
BTEC,msa-syr,0.2312037872019573,0.5989229844539659,0.163726061878374,0.4693207676832975,0.10528538473941468,0.315233029257906
BTEC,sau-eng,0.0,0.0,0.0,0.0,0.42988401054693226,0.6010617347234217
BTEC,sau-msa,0.0,0.0,0.0,0.0,0.12212701686535789,0.33756563628108166
BTEC,syr-eng,0.0,0.0,0.0,0.0,0.3588552904308004,0.5228694035529381
BTEC,syr-msa,0.0,0.0,0.0,0.0,0.09207671389683904,0.3026588204759944
FLORES,egy-eng,0.0,0.0,0.0,0.0,0.0443818284578206,0.21676434548857018
FLORES,egy-msa,0.0,0.0,0.0,0.0,0.07281936770942092,0.1645583842163176
FLORES,eng-egy,0.3014958459988702,0.26124187170295043,0.18353266482038272,0.19304596105088848,0.06143439674070749,0.15923867579247503
FLORES,eng-sau,0.06120218154406757,0.20021577823499684,0.029510943148589198,0.04780748298008884,0.06154272299879646,0.15780335967560585
FLORES,eng-syr,0.07624638624751241,0.22248982938646805,0.04831183411477641,0.15072911233829836,0.050098471534712356,0.14322908859041356
FLORES,msa-egy,0.23359397409571103,0.20904665891226615,0.13944187861786198,0.1504165580943467,0.0754206297925505,0.17186177899477792
FLORES,msa-sau,0.027606322435021865,0.14088039691676385,0.007216688593400898,0.017854442033740377,0.08102054194816494,0.16688575987075754
FLORES,msa-syr,0.06508564864809159,0.17582824335986516,0.03004501608321416,0.1125259217435336,0.06215319916320941,0.16936199317313072
FLORES,sau-eng,0.0,0.0,0.0,0.0,0.05940277292315368,0.2513346458848332
FLORES,sau-msa,0.0,0.0,0.0,0.0,0.20140995641041531,0.3250136870462933
FLORES,syr-eng,0.0,0.0,0.0,0.0,0.056548798774099705,0.22541099117314886
FLORES,syr-msa,0.0,0.0,0.0,0.0,0.031543146799218214,0.09209593657420008
