dataset,dialect_code,prob,dialectness,score,macro_score
Cohere,dza,0.04342105199016673,0.5608190148316249,0.029128389717517057,0.1263436248475043
Cohere,egy,0.7647381793628824,0.6189057048824098,0.5280907153014989,0.5316540679698099
Cohere,kwt,0.0035816008454974215,0.5958165785655228,0.0020531102445430736,0.04476919121847462
Cohere,mar,0.22981899455742383,0.5715031039458934,0.13294808808702768,0.1781589423400035
Cohere,pse,0.1708483748150298,0.6212301772050183,0.12314170785742413,0.19117854251981678
Cohere,sau,0.02503036677903811,0.5600005203500541,0.010798456224634163,0.029023618608160846
Cohere,sdn,0.08283187515094095,0.5964750013869218,0.054446271702526715,0.5186549099489106
Cohere,syr,0.0772492863864619,0.59101807835954,0.05373629734768811,0.24306410145814678
Okapi,dza,0.07319810181186767,0.5924863347411156,0.036718816755735906,0.13661816891786727
Okapi,egy,0.9116589932981879,0.6655479475483298,0.6191231207670445,0.6204696213750692
Okapi,kwt,0.0034641038137488067,0.6157340801507235,0.0021645690872287384,0.040595370117507995
Okapi,mar,0.39819995120808016,0.6008949425816535,0.2249243558674635,0.2551711015867977
Okapi,pse,0.2780032074672636,0.5647927745431661,0.15943644824859787,0.21262821610158206
Okapi,sau,0.04144448632549029,0.542123656142503,0.015362862228730905,0.02485489175893494
Okapi,sdn,0.10449228985526134,0.5826212645322084,0.06161032906604725,0.5414557063767265
Okapi,syr,0.14080928436946125,0.6477165791392326,0.09186472026635084,0.24124404523953
ShareGPT,dza,0.11123891246141283,0.46122399920015594,0.05790267615910287,0.17068222505792835
ShareGPT,egy,0.9045645617088303,0.5617202875530347,0.5128367998708042,0.5191932257758345
ShareGPT,kwt,0.029745245493832045,0.5130673968978227,0.013530942237295986,0.09222116544688397
ShareGPT,mar,0.561840703143971,0.5189239376783371,0.28068734395273065,0.28220572162264795
ShareGPT,pse,0.24238470287178643,0.49135917820618485,0.1298883340745014,0.2128395072261712
ShareGPT,sau,0.03534872307500336,0.43748070371802894,0.013595710989307692,0.03126033140567777
ShareGPT,sdn,0.16897640661569313,0.5112567079532891,0.08140243203591739,0.4440371970210697
ShareGPT,syr,0.11311447637621314,0.5292593030631543,0.06670319681126236,0.1899678665642677
