dataset,dialect_code,prob,dialectness,score,macro_score
BTEC,dza,0.15024345276295206,0.7159283900959417,0.11450978150651968,0.29093028417525224
BTEC,egy,0.1938655802910216,0.7916787684336305,0.14469631115132003,0.14644483138583753
BTEC,mar,0.5368012089683907,0.6813920132629573,0.3601047068946859,0.4033291779922797
BTEC,pse,0.32150423656246857,0.7574058316648007,0.26035194191900146,0.7014866850891999
BTEC,sau,0.07035107777643133,0.6589080561557785,0.03228135246475638,0.07040472432320358
BTEC,sdn,0.11522805807762779,0.7157217696309089,0.08402178778708418,0.11351421756116191
BTEC,syr,0.2709159327822272,0.7621119737625122,0.20461621147360073,0.729013069217692
FLORES,egy,0.13516285822261126,0.6130282561480999,0.08022769451393395,0.09285424466752218
FLORES,mar,0.5994882736352156,0.5009915565699339,0.30914856991813106,0.3189382665996744
FLORES,pse,0.2739497019833652,0.5897395617514849,0.18278005295604427,0.5211138842474711
FLORES,sau,0.016266206712971326,0.587792336344719,0.005740730385865599,0.029408406235194015
FLORES,syr,0.2557822810544167,0.6203249056637287,0.15902145114774346,0.5764293215155303
HABIBI,dza,0.12593291415070215,0.6229255710696352,0.07011613640314875,0.26119860119306926
HABIBI,egy,0.22492826974164928,0.7742766854166985,0.17224080965439006,0.18152950788047645
HABIBI,kwt,0.005323856059112586,0.7492490901611746,0.0027221912227993793,0.03978811227208474
HABIBI,mar,0.4106193905867985,0.6891928596794605,0.2738230238987159,0.36855417678774754
HABIBI,pse,0.35715064699373517,0.787877728159611,0.28724224513590313,0.67717032141963
HABIBI,sau,0.009776050994041725,0.6852456960827112,0.0042330621022136986,0.04779789339450936
HABIBI,sdn,0.031194500686314148,0.7498369595055939,0.022230917977676422,0.12448591502428609
HABIBI,syr,0.2917513714218512,0.7849607796315103,0.23336882417148366,0.7019010715772492
