dataset,dialect_code,prob,dialectness,score,macro_score,SpBLEU_corpus_score,ChrF_corpus_score
BTEC,dza-eng,0.0,0.0,0.0,0.0,0.17864063827787516,0.3839877709065195
BTEC,dza-msa,0.0,0.0,0.0,0.0,0.06040216258552713,0.27739603535064206
BTEC,egy-eng,0.0,0.0,0.0,0.0,0.27203741251669833,0.45866246852747317
BTEC,egy-msa,0.0,0.0,0.0,0.0,0.062279756491892345,0.27576851431207505
BTEC,eng-dza,0.3137448517594021,0.5307004465581849,0.1918261256392818,0.4788297863954394,0.07781000944524802,0.24205984620835536
BTEC,eng-egy,0.39537920362803564,0.6264450111583574,0.3033666097350165,0.34080508085393546,0.11056653071632824,0.28746332778146005
BTEC,eng-sau,0.14733493282783455,0.4808111529846792,0.07126747843593914,0.14285037882721552,0.10923661642238831,0.2956792655973682
BTEC,eng-syr,0.1332409348681176,0.5984808112331667,0.0904476930582615,0.2603936484045598,0.10013326577003079,0.2714574193652144
BTEC,msa-dza,0.3732917919616739,0.4798834897414781,0.20665365511383052,0.425205454585616,0.07574388671296592,0.26601255319193673
BTEC,msa-egy,0.49577002278616417,0.6338136146776379,0.3722615669654278,0.41052457442209694,0.09905705074884638,0.3021893834103933
BTEC,msa-sau,0.10060627984224993,0.5647558402526193,0.052017269643598076,0.15966462083365202,0.08559663361002448,0.2932910357094102
BTEC,msa-syr,0.16746382042500044,0.6298882762854919,0.12065341471095596,0.32135627863619726,0.08766030326633761,0.29312695228776375
BTEC,sau-eng,0.0,0.0,0.0,0.0,0.3318166177342699,0.5126152219477129
BTEC,sau-msa,0.0,0.0,0.0,0.0,0.08764411933526801,0.3073507909648887
BTEC,syr-eng,0.0,0.0,0.0,0.0,0.27843158309246646,0.4439070862602151
BTEC,syr-msa,0.0,0.0,0.0,0.0,0.06882889039055345,0.27728772159794485
FLORES,egy-eng,0.0,0.0,0.0,0.0,0.03923427174453869,0.208239753646157
FLORES,egy-msa,0.0,0.0,0.0,0.0,0.056776844447131575,0.14622396638491214
FLORES,eng-egy,0.06471600109420252,0.23169954315526411,0.04199439815593986,0.049206446841724726,0.03469992130014404,0.12192826542016205
FLORES,eng-sau,0.0014805382775739417,0.12500703306053765,0.00023181882397894628,0.0014134586408916983,0.024133892454602814,0.08977355093931905
FLORES,eng-syr,0.0078542313044818,0.22313759405980818,0.0024023048544287596,0.010375258698753336,0.034985295118179625,0.1280869177244827
FLORES,msa-egy,0.08124690192897105,0.2091632758884225,0.04101351576436632,0.056824011407130934,0.05293143019599853,0.1473064870317086
FLORES,msa-sau,0.010755368142308725,0.17163126157363875,0.002888294975398121,0.012844984763900386,0.05228137549935404,0.13995973749489274
FLORES,msa-syr,0.008539333206499577,0.11685124994983198,0.001478526480968846,0.00471604287364214,0.016572011230552585,0.0783468870151009
FLORES,sau-eng,0.0,0.0,0.0,0.0,0.02936829221678824,0.17340566410480965
FLORES,sau-msa,0.0,0.0,0.0,0.0,0.06709376736877977,0.14715647210675292
FLORES,syr-eng,0.0,0.0,0.0,0.0,0.03597010387181996,0.19293594050831564
FLORES,syr-msa,0.0,0.0,0.0,0.0,0.04140333823975609,0.13064814308696424
