dataset,dialect_code,prob,dialectness,score,macro_score,acc,macro_prob,SpBLEU_corpus_score,ChrF_corpus_score,estimator,status,progress,num_finish_reason_MAX_TOKENS,num_samples,num_skipped,num_from_cache,line_acc,en_word%,out_of_range_word%,has_word_codeswitch,has_line_codeswitch,line_prob,line_macro_prob,line_dialectness,prob/90%_ci_low,prob/90%_ci_high,dialectness/90%_ci_low,dialectness/90%_ci_high,score/90%_ci_low,score/90%_ci_high,macro_score/90%_ci_low,macro_score/90%_ci_high,insufficient_tokens,line_pass_rate,word_pass_rate,best_guess_dialect,best_guess_prob,errors,task_duration,lid_acc,num_finish_reason_COMPLETE,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,response_spBLEU/90%_ci_low,response_spBLEU/90%_ci_high,response_chrF/90%_ci_low,response_chrF/90%_ci_high,BLEU_corpus_score,dialectid_score/90%_ci_low,dialectid_score/90%_ci_high,num_finish_reason_stop,num_finish_reason_length,inference_price_usd
HABIBI,syr,0.21845726455416298,0.47307393497787414,0.13396501281397064,0.2763250830500917,,0.4392436615198676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,
TWEET,dza,0.34406423904642,0.38572383030317725,0.2332641902861773,0.36688934033973986,,0.5925486010494933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,
TWEET,egy,0.6027736360230483,0.5304246708098799,0.4558748968044222,0.469387786804869,,0.6364270197768929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,
TWEET,kwt,0.12896520342241274,0.319169885981828,0.07908712077107599,0.24995051925579215,,0.6171022092795465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,
TWEET,mar,0.7993071852996946,0.34621966858394443,0.3207649162267907,0.33637903482399856,,0.8533381487702718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,
TWEET,pse,0.30537544887047263,0.41371987011283634,0.17085525305489305,0.33887748802430034,,0.6036227640198194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,
TWEET,sau,0.5423457743838662,0.37552370633929966,0.29128653833895507,0.33905035459759203,,0.68027968122944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,
TWEET,sdn,0.603727879297221,0.4333346114587039,0.3393185818503499,0.36396786912848256,,0.6872218691109446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,
TWEET,syr,0.5274949828977696,0.5676719703897833,0.368449992064386,0.5115411360145009,,0.7189287573120964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,
BTEC,dza,0.36671805543475783,0.7380268950015306,0.29694917162908746,0.6020169616796478,,0.7682350761498674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,
BTEC,egy,0.6327816907939269,0.7777532231807709,0.4999848884231362,0.5017013701071371,,0.6358461170989904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
BTEC,sau,0.09547417260313523,0.6042767366021872,0.059959435886428415,0.30208413072995927,,0.5441774281633843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,
BTEC,syr,0.22404333028825932,0.7475877040252089,0.1770851542463779,0.6310033711202511,,0.8044677427760325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
FLORES,egy,0.5874205151177011,0.6118225413933396,0.3930748465853424,0.3958539952402829,,0.5996084949371289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,
FLORES,sau,0.023440687444599463,0.29597786532714965,0.0069915163443821406,0.07132651282387244,,0.3866578963970096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
FLORES,syr,0.16033830678963568,0.4717136353999376,0.07281992382864946,0.41448997184804953,,0.7849486313111265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
HABIBI,dza,0.31864740515004675,0.7521232005165911,0.25721626994003066,0.5787172672414729,,0.7128482403186145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9540229885057471,,,,,,,,,,,,,,,
HABIBI,egy,0.6413710642809747,0.7306786587461829,0.5101194081800355,0.5125136425547893,,0.6471730343825766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,
HABIBI,sau,0.045789339319162535,0.5685768680274487,0.020840409560645545,0.255295283452739,,0.5079601777090283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
HABIBI,syr,0.15337771262740715,0.7660197082161904,0.12436202922269039,0.6319454825383766,,0.7963479828482377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,
TWEET,dza,0.5927769147913204,0.776687365360558,0.49325109011350987,0.6490786849250937,,0.7942983949264453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,
TWEET,egy,0.6432768277591094,0.7737537327408791,0.5375447144331678,0.5386623165909148,,0.644878208412265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,
TWEET,sau,0.22567401936277748,0.58731704255566,0.14649180136604564,0.3808620773125208,,0.6123292872149614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,
TWEET,syr,0.48054026705445724,0.6581969410181046,0.3147706291701588,0.6020165503916789,,0.8788652447308414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Cohere,dza,0.10646117866618876,0.061367413964112626,0.03451960945787389,0.04939489676283149,0.7872340425531915,0.2591509429519337,,,Blobheart:command-r-plus,success,100.0%,86,99,0,2,0.74468085106383,0.11232422817111277,0.28715751260477745,0.3617021276595745,0.35106382978723405,0.10956451095556444,0.24611506712600648,0.05610315318127305,0.06665649056000664,0.1625366206249681,0.03841545973715553,0.09866878821396813,0.01638216622726989,0.06878267939050302,0.027510240096122632,0.08646564049016765,5,0.648936170212766,0.4426229508196722,Emirati Arabic,0.17362930077874905,{},65.73753711999962,,8,,,,,,,,,,,,,,
Cohere,egy,0.19530156114589922,0.09290823465232383,0.07545250728878693,0.07564233930357574,0.8762886597938144,0.20068541113869287,,,Blobheart:command-r-plus,success,100.0%,87,99,0,0,0.8415807560137456,0.06589377411381178,0.19016577266259121,0.26804123711340205,0.24742268041237114,0.12874871170143454,0.13380590957630253,0.07626299732307708,0.14358487248012494,0.25613686908666483,0.05956153806853606,0.13767804160336877,0.045002650815973336,0.11978470564498313,0.04517325165211001,0.12010322644396447,2,0.7525773195876289,0.6438356164383562,Egyptian Arabic,0.19530156114589922,{},313.7427367229993,,10,,,,,,,,,,,,,,
Cohere,kwt,0.08364450489108927,0.0637875709037465,0.008706870155399223,0.048619878145490375,0.9042553191489362,0.5492501139408287,,,Blobheart:command-r-plus,success,100.0%,86,99,0,0,0.8648936170212768,0.061673499112967836,0.1541148027501918,0.2765957446808511,0.2553191489361702,0.027498722352283175,0.5145642489731743,0.05954462124940077,0.04959296385900389,0.13569613731171018,0.038016960170207545,0.10520847315298533,0.003976415207453389,0.01833732608767886,0.026927347960060893,0.08604764564489403,5,0.7446808510638299,0.9428571428571428,Emirati Arabic,0.22475406187066332,{},126.76359352003783,,8,,,,,,,,,,,,,,
Cohere,mar,0.3288383050896828,0.13668191200247415,0.12245989300018703,0.12805978794153405,0.8602150537634409,0.38352479211263474,,,Blobheart:command-r-plus,success,100.0%,89,99,0,0,0.8057347670250896,0.09367177673923517,0.21370515605725282,0.34408602150537637,0.2903225806451613,0.27519407847480626,0.3856444663000612,0.13420712809471871,0.26342180169873736,0.40432599456358365,0.09990737830141658,0.1853950123914828,0.08660376897390569,0.17053381527719547,0.09141233726400219,0.17716233213929372,6,0.7096774193548387,0.9090909090909091,Moroccan Arabic,0.3288383050896828,{},88.97623263765126,,4,,,,,,,,,,,,,,
Cohere,pse,0.16585128787981787,0.1060893374288781,0.02310566808353282,0.08448174106568793,0.8865979381443299,0.3196322950570527,,,Blobheart:command-r-plus,success,100.0%,90,99,0,0,0.8450171821305842,0.07387178093383545,0.17504702429526459,0.29896907216494845,0.27835051546391754,0.07465316001781906,0.2634677876761548,0.09975154678461065,0.12028531498291357,0.22462010253024142,0.07212650598567791,0.15194358588567305,0.014357135674820276,0.036989177630591966,0.052779540162891034,0.12775544419367477,2,0.7216494845360825,0.9428571428571428,Palestinian Arabic,0.16585128787981787,{},100.6435565110296,,7,,,,,,,,,,,,,,
Cohere,sau,0.08145199526855625,0.02489321637888982,0.005586226088380274,0.012720334971847486,0.875,0.4769555181856049,,,Blobheart:command-r-plus,success,100.0%,89,99,0,0,0.8295138888888888,0.07510056752181458,0.2036606566734971,0.28125,0.2708333333333333,0.03992837774118622,0.4502980819637135,0.016289879458377576,0.053847879890726515,0.1219521130445905,0.016492748331934863,0.03805569350902695,0.0021730499798906814,0.013843837806856786,0.007494354622363632,0.021314832692695355,3,0.7291666666666667,0.6142857142857143,Emirati Arabic,0.19867586515465518,{},71.73622655399959,,7,,,,,,,,,,,,,,
Cohere,sdn,0.09897705641158513,0.09476359033172851,0.02689286470832565,0.06248021222927034,0.8315789473684211,0.19093737710071237,,,Blobheart:command-r-plus,success,100.0%,85,99,0,0,0.7949122807017546,0.08951284146799902,0.2253811120662267,0.3263157894736842,0.30526315789473685,0.06264856289520762,0.13977460969043407,0.08926654999326147,0.05965849562596875,0.15443150573963088,0.06048634492608746,0.14236779649061948,0.011919672917069859,0.054936429612054145,0.03553975957642457,0.1035418202002607,4,0.6947368421052631,0.9242424242424242,Emirati Arabic,0.16514823414556878,{},98.30643904581666,,10,,,,,,,,,,,,,,
Cohere,syr,0.152666967701608,0.06975489170903242,0.039630156404344224,0.05889133565150083,0.8210526315789474,0.2770578602157337,,,Blobheart:command-r-plus,success,100.0%,89,99,0,0,0.764736842105263,0.10352204712553968,0.24647623408908878,0.35789473684210527,0.3263157894736842,0.08720794406621472,0.20899760929598032,0.0650001525293766,0.10797260918401029,0.21222755086593723,0.04218918483143745,0.11200995479329445,0.02107427781580485,0.07224481631764809,0.032761642405229344,0.10017928784656843,4,0.6736842105263158,0.46875,Syrian Arabic,0.152666967701608,{},630.2371800029996,,6,,,,,,,,,,,,,,
Okapi,dza,0.26544634852092713,0.020625453717657366,0.014339348250324947,0.018596399525851803,0.96,0.41446698280764394,,,Blobheart:command-r-plus,success,100.0%,89,100,0,100,0.955,0.00982938857015787,0.04350947862527537,0.05,0.05,0.23408006770187056,0.39793667958583684,0.025082023814805624,0.20179789401499476,0.33678046177309673,0.009590827206424221,0.05024101143041851,0.0040137727319910065,0.046084630531621734,0.007780517681484389,0.04886978729874082,0,0.95,0.9473684210526316,Algerian Arabic,0.26544634852092713,{},26.564504371999647,,11,,,,,,,,,,,,,,
Okapi,egy,0.22698600306524896,0.024254518364323303,0.02005700258653071,0.020092453045004975,1.0,0.23359499942453113,,,Blobheart:command-r-plus,success,100.0%,95,100,0,1,0.99,0.002463395225464191,0.009385744572767064,0.03,0.03,0.12399560615071095,0.13203845164971426,0.02425090845033992,0.1750543798130753,0.2910008970359693,0.010123193200912322,0.05304785633034741,0.006818508938191912,0.04827785954895732,0.00683703441754525,0.04814351236395318,0,0.97,0.9690721649484536,Egyptian Arabic,0.22698600306524896,{},366.3416596019997,,5,,,,,,,,,,,,,,
Okapi,kwt,0.1147824991098605,0.021024265052983538,0.0023937335909078143,0.018495282084652783,1.0,0.6547255389759085,,,Blobheart:command-r-plus,success,100.0%,95,100,0,0,0.9966666666666666,0.002269230769230769,0.006026981190255936,0.02,0.01,0.11276378956390545,0.5394509113125969,0.02301602381669606,0.08186216579801407,0.1608932365452163,0.009161261372923767,0.047511487138353715,0.0005445683249367539,0.0067190164235625014,0.0072307681106634795,0.045025739699053484,0,0.99,0.98989898989899,Emirati Arabic,0.2855824595456943,{},106.07856529671699,,5,,,,,,,,,,,,,,
Okapi,mar,0.4137549874314573,0.10211662312969566,0.09747643236394034,0.09776247806349468,0.97,0.44452021160883304,,,Blobheart:command-r-plus,success,100.0%,96,100,0,0,0.955,0.006827806161917023,0.04051671018057572,0.06,0.07,0.30577443301677704,0.40330540429000394,0.1045734286919469,0.34371012272498436,0.4868873701509147,0.06947492613563806,0.1465859275522391,0.06528355786627897,0.14190135322247208,0.06554016041825941,0.1421733220022414,0,0.9299999999999999,0.989247311827957,Moroccan Arabic,0.4137549874314573,{},101.12632879894227,,4,,,,,,,,,,,,,,
Okapi,pse,0.17635487794177607,0.020814717282773926,0.005609108453638391,0.015698482744742767,1.0,0.36022206252091565,,,Blobheart:command-r-plus,success,100.0%,93,100,0,0,0.9966666666666666,0.0007407407407407407,0.0038816303205838087,0.01,0.01,0.1531419060821645,0.36628551279427485,0.027629373985885955,0.13229731756353325,0.23197509342426048,0.01041810745845939,0.038688038157880494,0.0015030176749978243,0.018241405850542482,0.0074309774080505205,0.03069929775171375,0,0.99,1.0,Emirati Arabic,0.25804366685042623,{},112.179563511163,,7,,,,,,,,,,,,,,
Okapi,sau,0.14355145415698645,0.0024628351535648106,0.0005936576552976416,0.0010286352951229818,0.99,0.5786619034246542,,,Blobheart:command-r-plus,success,100.0%,93,100,0,1,0.985,0.006817372115754865,0.015496158289150203,0.05,0.04,0.09340564984013326,0.503582452639239,0.00909262020199094,0.10434397245842197,0.19240562457058613,0.001225431744314962,0.004861519578869893,0.0002394645095113867,0.0013482358568282114,0.00048276950613412455,0.0020298138194264756,0,0.96,0.9479166666666666,Emirati Arabic,0.29746247045928614,{},732.0957480649995,,7,,,,,,,,,,,,,,
Okapi,sdn,0.2036317396943923,0.03228282533586025,0.007136808691410959,0.01646759510575964,0.97,0.2921973480976885,,,Blobheart:command-r-plus,success,100.0%,92,100,0,0,0.96,0.011162861108414645,0.03734969053934571,0.07,0.06,0.1190926140040392,0.19497097704268526,0.03308603847593379,0.14747555778735358,0.26733066687042123,0.018120135082598524,0.05509374761526976,0.0030531707639764216,0.01748086610938608,0.008285314598432247,0.03112721065963514,0,0.94,0.9787234042553191,Emirati Arabic,0.20714756319328445,{},89.87828551232815,,8,,,,,,,,,,,,,,
Okapi,syr,0.25610000524902715,0.010950617227936164,0.007338085394683387,0.009670423828193542,0.99,0.40631329697091134,,,Blobheart:command-r-plus,success,100.0%,91,100,0,54,0.9816666666666666,0.007005305461589614,0.017567017929079772,0.03,0.03,0.2540849518124014,0.4081157829123549,0.01452181874017697,0.20098733880662703,0.31984108045036314,0.0037623645303502427,0.02894261552849216,0.0020791151895196646,0.0249055107436887,0.002579700988973623,0.027492483739076187,0,0.97,0.9690721649484536,Syrian Arabic,0.25610000524902715,{},343.2538162230012,,9,,,,,,,,,,,,,,
ShareGPT,dza,0.26170523637935705,0.10024789639047789,0.04713717707250206,0.09217856939151689,0.9696969696969697,0.4407179965136392,,,Blobheart:command-r-plus,success,100.0%,94,100,0,0,0.9730639730639732,0.004140296308299874,0.045584366250724664,0.04040404040404041,0.030303030303030304,0.24486378706257314,0.4176958121695659,0.10026479738306641,0.1992469199788345,0.3353119486825737,0.07141455332097638,0.14135424247853628,0.02803361953316363,0.07804178524546981,0.0637442242587951,0.1327560697100072,1,0.9696969696969697,0.9583333333333334,Emirati Arabic,0.29184715054409505,{},73.85160334200009,,5,,,,,,,,,,,,,,
ShareGPT,egy,0.16790987891814438,0.02698092014528811,0.02374888302609108,0.023827645220997208,1.0,0.17330194819369354,,,Blobheart:command-r-plus,success,100.0%,95,100,0,0,1.0,0.002068500443655723,0.024195852460872528,0.03,0.0,0.10712477631343063,0.11224205594189698,0.0315677405668733,0.12227862307505942,0.22741946064781957,0.015294289889471705,0.04744606352316687,0.012749714750208977,0.04341139854792604,0.01281979345608015,0.04352289996345776,0,1.0,0.97,Emirati Arabic,0.40437570450187194,{},693.5408007139995,,5,,,,,,,,,,,,,,
ShareGPT,kwt,0.07835600978694857,0.025407698968192564,0.0005424597120297311,0.024660810303268336,1.0,0.7612769205938094,,,Blobheart:command-r-plus,success,100.0%,91,100,0,0,0.9916666666666666,0.0051508944169680855,0.02622331768020836,0.04,0.02,0.08841345353517681,0.6946708205412142,0.02816813504381571,0.05205060581241746,0.11866451522963196,0.012230965013023377,0.049552913814596596,0.00023401488296898062,0.0012408751448640804,0.011848359924725714,0.04849659161126486,0,0.98,0.9795918367346939,Emirati Arabic,0.41703369877766816,{},97.14109484944493,,9,,,,,,,,,,,,,,
ShareGPT,mar,0.3579502366005909,0.12260474240640179,0.12201534859925406,0.12213544187886706,0.98,0.3753967960785667,,,Blobheart:command-r-plus,success,100.0%,95,100,0,0,0.98,0.0010588235294117646,0.03857838155425792,0.02,0.02,0.3290140604414046,0.3842925067980832,0.12540357662034998,0.2875776628053322,0.43572538843386954,0.08695704393730065,0.16831208050611654,0.0864452696689843,0.16756903304738385,0.08652898192950563,0.16773514838453188,0,0.98,0.9795918367346939,Moroccan Arabic,0.3579502366005909,{},105.002267065458,,5,,,,,,,,,,,,,,
ShareGPT,pse,0.12955396906938405,0.09221334040164947,0.02114157978305398,0.08691209226222688,1.0,0.3699818676250288,,,Blobheart:command-r-plus,success,100.0%,92,100,0,0,0.9966666666666666,0.003278714565004887,0.024111668449364014,0.03,0.01,0.09025835927342996,0.3241602121523465,0.0894755155274955,0.09320891565624002,0.17938749480100952,0.0638686841408463,0.13002170454803558,0.01228487970479757,0.03924024736609731,0.05893714236052687,0.12421705208735122,0,0.99,0.9797979797979798,Emirati Arabic,0.3619002348359209,{},100.02663811389357,,8,,,,,,,,,,,,,,
ShareGPT,sau,0.08310264726693277,0.0028021933254785835,0.00013419178063386978,0.0015074592524782556,1.0,0.7545132351829671,,,Blobheart:command-r-plus,success,100.0%,94,100,0,0,1.0,0.0,0.022722986651879787,0.0,0.0,0.0664617062441539,0.681866895667481,0.007472834783645036,0.061467535807816186,0.11410489583401294,0.0013583045025272683,0.005758178404979697,4.466594877447722e-05,0.0003405979721465984,0.0006543832672890327,0.0035234428312301684,0,1.0,1.0,Emirati Arabic,0.47419104071334006,{},185.517334139,,6,,,,,,,,,,,,,,
ShareGPT,sdn,0.22980896658147684,0.04562873577931896,0.01523831216657599,0.0250051784824963,0.99,0.27059792452899273,,,Blobheart:command-r-plus,success,100.0%,84,100,0,0,0.9866666666666666,0.008553887289181406,0.03127134942193797,0.04,0.03,0.17515243020956406,0.22069725992856548,0.047026647385791875,0.1722150334573468,0.2971592454066632,0.028498815637781,0.07101076042131253,0.006884155368880364,0.031401513367318765,0.013229221700516642,0.04556225738674487,0,0.97,0.979381443298969,Emirati Arabic,0.3142494389071362,{},142.06475442182273,,16,,,,,,,,,,,,,,
ShareGPT,syr,0.2796531010884792,0.035693359412252906,0.015371571903196162,0.03233256344353056,0.99,0.39696925341384487,,,Blobheart:command-r-plus,success,100.0%,87,100,0,0,0.9741666666666666,0.015107439012788923,0.04438346127678857,0.05,0.04,0.26172996125184,0.36600429100566545,0.03876558551157359,0.2199230758653019,0.34864162689428274,0.018855537675466744,0.06214415976543296,0.00674380453108079,0.032840948401449126,0.016181414120091234,0.05817727487630555,0,0.96,0.9479166666666666,Emirati Arabic,0.3521222091774689,{},341.4142784529995,,13,,,,,,,,,,,,,,
Cohere,dza,0.26066424260099763,0.30138245832518135,0.16075591054416252,0.2559650036358099,0.8736842105263158,0.5354396070042735,,,Blobheart:command-r-plus,success,100.0%,88,99,0,99,0.8715538847117795,0.04272181465783949,0.12857671519884326,0.17894736842105263,0.16842105263157894,0.27074001735554226,0.4901937587349063,0.30702373631821395,0.19672140814234051,0.33521948296083925,0.2502917573074084,0.357101143059387,0.11757977249288169,0.2132481133930591,0.206657886843884,0.31223750472797346,4,0.8315789473684211,0.7848101265822784,Algerian Arabic,0.26066424260099763,{},31.73820272399462,,7,,,,,,,,,,,,,,
Cohere,egy,0.6224839986571552,0.4653396220534648,0.3816732481435107,0.38982333475846104,0.9473684210526315,0.6367760984475209,,,Blobheart:command-r-plus,success,100.0%,90,99,0,99,0.912280701754386,0.03547309041219784,0.0812677985637436,0.1368421052631579,0.12631578947368421,0.5366639280789777,0.549434038572087,0.44940533939798016,0.5462415945710044,0.6948320715371855,0.4106758621387752,0.522050447181268,0.32687293669252837,0.43897304449172897,0.3352139320394992,0.4471561913570229,4,0.8736842105263158,0.8433734939759037,Egyptian Arabic,0.6224839986571552,{},32.971702909999294,,5,,,,,,,,,,,,,,
Cohere,sau,0.09265487323864363,0.2359376433485466,0.042483624335481175,0.12931992309441637,0.9175257731958762,0.5061279714728445,,,Blobheart:command-r-plus,success,100.0%,89,99,0,99,0.9044673539518899,0.03065052332115044,0.0864403363580862,0.1134020618556701,0.12371134020618557,0.08956552974201053,0.4802181195897067,0.23136644691910555,0.06400369397231222,0.13537478584087956,0.18602248849524874,0.2917528280397614,0.02630918982541197,0.0685522164390606,0.09064066567572328,0.1777003023139506,2,0.8762886597938144,0.8705882352941177,Emirati Arabic,0.24934653606332993,{},34.14958048600238,,8,,,,,,,,,,,,,,
Cohere,syr,0.39380459253245254,0.36827745723557914,0.22431959497691492,0.3470345667926191,0.9361702127659575,0.6793049332156946,,,Blobheart:command-r-plus,success,100.0%,89,99,0,99,0.9343971631205673,0.030548691757781347,0.06850607605289369,0.1276595744680851,0.0851063829787234,0.36810584105749394,0.6370619209545189,0.3595734506128818,0.32925263443831454,0.4601852255354892,0.3095068371666887,0.42852352311823516,0.1810596655612805,0.27311487375095506,0.2895352018789959,0.40580300138768766,5,0.9148936170212766,0.8604651162790697,Syrian Arabic,0.39380459253245254,{},33.288964629988186,,5,,,,,,,,,,,,,,
Okapi,dza,0.3469643580499887,0.36129487447929803,0.18065840935864705,0.3157821927297764,1.0,0.7579837439302032,,,Blobheart:command-r-plus,success,100.0%,96,100,0,100,0.9974747474747475,0.0,0.0028988638614307065,0.0,0.010101010101010102,0.36162428237495453,0.6761658069366916,0.35469996404951876,0.27881882252382534,0.4192729875311239,0.3163897273297382,0.4084278368715951,0.1390952165841245,0.23050549229248848,0.2692422989008928,0.3657894627886848,1,0.98989898989899,1.0,Moroccan Arabic,0.35524133314505557,{},35.416478177008685,,3,,,,,,,,,,,,,,
Okapi,egy,0.7666841366168228,0.45866495072841645,0.4102395430800903,0.41782489242055526,1.0,0.7789204457658343,,,Blobheart:command-r-plus,success,100.0%,97,100,0,100,1.0,0.000588235294117647,0.0013696234461954542,0.01,0.0,0.6904005876765587,0.7032958634925308,0.4428311044602499,0.7001174439421873,0.8227960184457078,0.4145894016158149,0.4989883027771453,0.36517264052652204,0.4545542261067375,0.37249745858181066,0.46184628216058154,0,1.0,0.99,Egyptian Arabic,0.7666841366168228,{},35.80406681401655,,3,,,,,,,,,,,,,,
Okapi,sau,0.07208482939167879,0.19014005781151355,0.020930839339871526,0.10368206987168578,1.0,0.5308777371926408,,,Blobheart:command-r-plus,success,100.0%,96,100,0,100,1.0,0.0008326186392224128,0.0022153837601950805,0.03,0.0,0.05794268695404753,0.47181421575543936,0.19123300232342444,0.04966211603496419,0.10671957655683818,0.1543672126446365,0.23122257327174323,0.011565878042658675,0.036997583760285176,0.07624718692812796,0.1377652269562451,0,1.0,0.97,Emirati Arabic,0.3056074543891009,{},36.29176863300381,,4,,,,,,,,,,,,,,
Okapi,syr,0.5127041968359844,0.3071527309343219,0.19877789932835127,0.2882823791984863,1.0,0.8094431431259728,,,Blobheart:command-r-plus,success,100.0%,96,100,0,100,1.0,0.00016666666666666666,0.0005114942528735632,0.01,0.0,0.4400696637260262,0.698204911359353,0.29927218871559796,0.45127163416627797,0.5746556898095445,0.2676609592533102,0.3499137804366442,0.16553877702866948,0.2361065920123607,0.24881700667443132,0.3311258291727693,0,1.0,0.99,Syrian Arabic,0.5127041968359844,{},36.16559614500147,,4,,,,,,,,,,,,,,
ShareGPT,dza,0.35926539859559853,0.3257499043131247,0.16821696305648248,0.2845020877748116,0.99,0.6895689481585577,,,Blobheart:command-r-plus,success,100.0%,80,100,0,100,0.99,0.001545893719806763,0.021607439676973202,0.03,0.01,0.3732455104688415,0.6347574313476798,0.32534247258842997,0.29066457039078164,0.4305861805579747,0.2839211084986656,0.37332277611834297,0.13072886371400638,0.21373880170605197,0.23992174648838388,0.33440276127927215,0,0.99,0.9696969696969697,Algerian Arabic,0.35926539859559853,{},34.8043527789996,,20,,,,,,,,,,,,,,
ShareGPT,egy,0.7519382954714819,0.4570349558442831,0.3855045961024035,0.3875611166101452,0.99,0.7583003907091915,,,Blobheart:command-r-plus,success,100.0%,91,100,0,100,0.99,0.005092492830397515,0.028243040091221267,0.07,0.01,0.6621639902971219,0.6761854216505889,0.4409903908691679,0.6863683781617557,0.8063533250463999,0.42247095817371005,0.4926093452822127,0.3428313281195868,0.4280172116325883,0.3450327898858879,0.4300869976986234,0,0.99,0.9292929292929293,Egyptian Arabic,0.7519382954714819,{},35.57592202199157,,9,,,,,,,,,,,,,,
ShareGPT,sau,0.11597561675414908,0.21546856431290506,0.0240043621325728,0.1198875417333326,1.0,0.61189188885779,,,Blobheart:command-r-plus,success,100.0%,89,100,0,100,1.0,0.0009786902639843816,0.012517045998772267,0.05,0.0,0.09176628909364809,0.5819036604301072,0.22481497408278905,0.08456067995168136,0.15958970911451406,0.1845738782229694,0.25135746268068637,0.014955501731073337,0.040204318904916256,0.09478067004310084,0.15249182140097015,0,1.0,0.95,Emirati Arabic,0.3598491494805785,{},35.91463926801225,,11,,,,,,,,,,,,,,
ShareGPT,syr,0.42422483929782173,0.32971946556237525,0.16625492024802202,0.3078046992966809,1.0,0.8660524862841703,,,Blobheart:command-r-plus,success,100.0%,93,100,0,100,1.0,0.0017038242613690183,0.012200987241019999,0.04,0.0,0.41356002250919116,0.789869645893341,0.34667020578228397,0.3582549658645681,0.49035572207044037,0.29295130226237065,0.37079118484547957,0.13279738965492838,0.2059327008873699,0.27013600531052484,0.3496442566864977,0,1.0,0.96,Syrian Arabic,0.42422483929782173,{},36.50513211701764,,7,,,,,,,,,,,,,,
BTEC,dza,0.24119497009087354,0.18090440498199314,0.08638568934440201,0.1578908852604558,,0.4273724380553176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,
BTEC,egy,0.2983895832594135,0.1649817977193743,0.12835534018561515,0.13492861916552099,,0.32563930078234987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
BTEC,mar,0.5350383793759101,0.1724373802356422,0.14772903278072747,0.1490918303161953,,0.5580792979694524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,
BTEC,pse,0.06217681206995621,0.09521030110307038,0.01410775840210315,0.06843174796439239,,0.2989835173415486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
BTEC,sau,0.07238746486837044,0.0459165021777153,0.012499588504978797,0.03730544966247881,,0.7629289451352088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
BTEC,sdn,0.14455434976145626,0.05246569079346955,0.010921551887308735,0.038864946871987605,,0.27688170318375344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
