dataset,dialect_code,prob,dialectness,score,macro_score
Cohere,dza,0.04073675505310118,0.5590964430246992,0.024384381127360195,0.20036436463962035
Cohere,egy,0.19899315872632975,0.6139602892928653,0.13340589920635418,0.13913818461255323
Cohere,kwt,0.002264870682877084,0.5523425413464959,0.0011884627521096735,0.03469050900618656
Cohere,mar,0.454361662504703,0.6127318863314811,0.2647769041095132,0.30373785870906767
Cohere,pse,0.23321904391203208,0.6056048334999518,0.1582121135996446,0.5252922863812856
Cohere,sau,0.01996824734243376,0.510597856320215,0.0072988195475504145,0.033623797110882224
Cohere,sdn,0.04305198312236697,0.6033873289183835,0.0238109697342296,0.11879550738757856
Cohere,syr,0.34754649392855963,0.6239993873268667,0.23714055408478957,0.5741582962214662
Okapi,dza,0.10461929415017948,0.5828787012398243,0.06385840682646116,0.1924960999321367
Okapi,egy,0.15086385357106338,0.6603108911216259,0.09298742952607832,0.09444811028202148
Okapi,kwt,0.006990316590236034,0.5632809952273965,0.003984039808231254,0.029042638730081453
Okapi,mar,0.4091759468702367,0.6223124812543392,0.24957053247045877,0.26251231857962826
Okapi,pse,0.4950933630042709,0.5832182620838284,0.31013043359992265,0.5545521702529893
Okapi,sau,0.03216396012077894,0.4815594914369285,0.005999432885384272,0.022041862869090992
Okapi,sdn,0.06798470837486092,0.5561266633868217,0.03164613035009948,0.07026002535618335
Okapi,syr,0.4484405811247416,0.6011993085592985,0.2731680983914895,0.585560174891683
ShareGPT,dza,0.0684185853182862,0.4961522045312449,0.036048699414117744,0.1947605690548807
ShareGPT,egy,0.3174826985882828,0.5376581194298342,0.16988642433323198,0.17709844763826726
ShareGPT,kwt,0.006577266841195524,0.4837947295058984,0.003296890118449693,0.044368826349983514
ShareGPT,mar,0.5297215137974126,0.5013434966892237,0.2869182803265638,0.2942800154623497
ShareGPT,pse,0.3359709080308676,0.48068938533775507,0.18484081235330074,0.4176425086415164
ShareGPT,sau,0.04437046909690252,0.37113753356446977,0.008125151668007886,0.03553140824693743
ShareGPT,sdn,0.08698700783454115,0.4816922897752374,0.03607825544206967,0.080537318504036
ShareGPT,syr,0.35533883631112984,0.499914887327468,0.18179746970073665,0.4633448212980107
