dataset,dialect_code,prob,dialectness,score,macro_score,SpBLEU_corpus_score,ChrF_corpus_score
BTEC,dza-eng,0.0,0.0,0.0,0.0,0.2775418894549936,0.4761009033200021
BTEC,dza-msa,0.0,0.0,0.0,0.0,0.08564780477535655,0.29453363163176366
BTEC,egy-eng,0.0,0.0,0.0,0.0,0.34154980760831594,0.5199325377358162
BTEC,egy-msa,0.0,0.0,0.0,0.0,0.08994608418143807,0.30325892290546
BTEC,eng-dza,0.34002341179162615,0.5365566834920901,0.2144081072628009,0.4305406782192952,0.10937070803652352,0.28204276754215696
BTEC,eng-egy,0.5334333368860098,0.6433544198411982,0.3964742491283218,0.4175982400401144,0.1488710928788291,0.3417850776085965
BTEC,eng-sau,0.20398954845357367,0.4966600209104945,0.11627703163702403,0.22492451562077073,0.19185120803269087,0.37974545562186957
BTEC,eng-syr,0.2772941156235902,0.6243137029354693,0.19486749732401532,0.5100851403873498,0.16119333819504952,0.3476694947247392
BTEC,msa-dza,0.4112330285281496,0.47851641377143095,0.2437832667166107,0.3991990963634609,0.10644040606431508,0.2896931649386072
BTEC,msa-egy,0.5723487162429955,0.6755873627832625,0.4510639998799681,0.48571387746489686,0.15142137209336912,0.3616580146948582
BTEC,msa-sau,0.18143597415772092,0.57026366389764,0.11056445690685815,0.2171163499141812,0.141020469907376,0.34730367402287515
BTEC,msa-syr,0.2828371274968958,0.6461388606455876,0.19204353346229486,0.5024086165704361,0.13302163009692763,0.3431348312623202
BTEC,sau-eng,0.0,0.0,0.0,0.0,0.4172740711805535,0.5838081705957872
BTEC,sau-msa,0.0,0.0,0.0,0.0,0.11387789848076857,0.3385415598180199
BTEC,syr-eng,0.0,0.0,0.0,0.0,0.36089208242601145,0.5267077425235388
BTEC,syr-msa,0.0,0.0,0.0,0.0,0.09891290462711759,0.31907688950925295
FLORES,egy-eng,0.0,0.0,0.0,0.0,0.2322982155377311,0.5036421250089221
FLORES,egy-msa,0.0,0.0,0.0,0.0,0.3387198796342831,0.5225010183445433
FLORES,eng-egy,0.46441614163122724,0.5504084937646985,0.2998693906675316,0.3310988669086335,0.18735453382771958,0.38026029800284467
FLORES,eng-sau,0.07588152008411271,0.3543664457532577,0.018918212403610492,0.05529211108698542,0.15438467333003889,0.3509438682263946
FLORES,eng-syr,0.3073134133423446,0.49888210876728406,0.172168151052577,0.42224033955054013,0.18656838901868064,0.3890553120898554
FLORES,msa-egy,0.42530714196080227,0.46029157501354345,0.23700261231573563,0.26719766417922985,0.3451269484869063,0.5259148513564272
FLORES,msa-sau,0.06415033480214333,0.36224313310871364,0.021317592326545204,0.053439783142322846,0.41801595181716905,0.5864539655128647
FLORES,msa-syr,0.2976198013460089,0.3936067164235283,0.13647144187189678,0.32960536845335753,0.25602669385206883,0.4580597491073765
FLORES,sau-eng,0.0,0.0,0.0,0.0,0.2819104037916447,0.5371429299199282
FLORES,sau-msa,0.0,0.0,0.0,0.0,0.5861240996141438,0.7126163308476812
FLORES,syr-eng,0.0,0.0,0.0,0.0,0.28472125255641223,0.5339315270019916
FLORES,syr-msa,0.0,0.0,0.0,0.0,0.2773850492594107,0.47372844159530353
