dataset,dialect_code,prob,dialectness,score,macro_score,SpBLEU_corpus_score,ChrF_corpus_score
BTEC,dza-eng,0.0,0.0,0.0,0.0,0.30445516968014785,0.5008435683468504
BTEC,dza-msa,0.0,0.0,0.0,0.0,0.16325346449013825,0.3838775988577667
BTEC,egy-eng,0.0,0.0,0.0,0.0,0.3712405594963874,0.5531787966355888
BTEC,egy-msa,0.0,0.0,0.0,0.0,0.19307946625475625,0.4352031447856745
BTEC,eng-dza,0.28695156473331734,0.4370107474856195,0.15851005249078176,0.33477626487120477,0.12480994276871284,0.30134205370180367
BTEC,eng-egy,0.602009372580942,0.6466018285203609,0.4492034310802836,0.4991535085056747,0.18458902614729072,0.3745356224086907
BTEC,eng-sau,0.2831460794623126,0.23626786101114702,0.124141799270516,0.18404546104294975,0.20453802764856532,0.3994053610451299
BTEC,eng-syr,0.21619389830491856,0.5540926782300812,0.15504446562919325,0.44568236784031184,0.17719244521876476,0.35978892572239857
BTEC,msa-dza,0.3547561630440759,0.41172532136261,0.2007177813625966,0.3546472142687032,0.10933408842985744,0.303932766663538
BTEC,msa-egy,0.5820972723021987,0.6219224050515914,0.43589466622728407,0.4618597078571186,0.15481215400838286,0.3492555942854777
BTEC,msa-sau,0.3266067103045134,0.49899888285406635,0.1970885525749948,0.2949027822670771,0.16477759394693756,0.37443993104697787
BTEC,msa-syr,0.2642253076781344,0.6050295890847337,0.18241511210715003,0.48442677459556577,0.1468731016352614,0.34253005271377046
BTEC,sau-eng,0.0,0.0,0.0,0.0,0.4383849036754102,0.6111676867511712
BTEC,sau-msa,0.0,0.0,0.0,0.0,0.20853146042889922,0.44984694878336506
BTEC,syr-eng,0.0,0.0,0.0,0.0,0.3780181782823649,0.5525632530716088
BTEC,syr-msa,0.0,0.0,0.0,0.0,0.19134308855515783,0.4375852460755089
FLORES,egy-eng,0.0,0.0,0.0,0.0,0.31831699664796786,0.565800651105429
FLORES,egy-msa,0.0,0.0,0.0,0.0,0.46144540623848557,0.6222651520392427
FLORES,eng-egy,0.45721854203744444,0.4103784061956685,0.2684079501785496,0.29698730705586335,0.21616734829835899,0.41237057042342556
FLORES,eng-sau,0.08646229978694464,0.01385592029459076,0.004190388103220038,0.006709452753471527,0.30819599215321924,0.5037255732845538
FLORES,eng-syr,0.13487704106788442,0.21818815621867543,0.053675061049725595,0.16340860789149927,0.2361489501423823,0.43840040142321157
FLORES,msa-egy,0.4701266454238794,0.39339376817049926,0.27434391200499975,0.29370117911559096,0.3689500622834528,0.5421797133420568
FLORES,msa-sau,0.1514912607547376,0.23182123458798742,0.050371721464308815,0.09904870041893042,0.56509600006937,0.6901322728603166
FLORES,msa-syr,0.1926032313152973,0.2489633400065941,0.07348602183577917,0.20200514739625924,0.285052052496223,0.48242592651690797
FLORES,sau-eng,0.0,0.0,0.0,0.0,0.39879375920526283,0.632108621395922
FLORES,sau-msa,0.0,0.0,0.0,0.0,0.827017393466561,0.886356296851805
FLORES,syr-eng,0.0,0.0,0.0,0.0,0.37994524393708706,0.609051395128944
FLORES,syr-msa,0.0,0.0,0.0,0.0,0.3726438602872143,0.5561015248619926
