dataset,dialect_code,prob,dialectness,score,macro_score,SpBLEU_corpus_score,ChrF_corpus_score
BTEC,dza-eng,0.0,0.0,0.0,0.0,0.22428771594614777,0.4314952914121033
BTEC,dza-msa,0.0,0.0,0.0,0.0,0.07596605825344355,0.2924809248905709
BTEC,egy-eng,0.0,0.0,0.0,0.0,0.298812317283916,0.48311145337690803
BTEC,egy-msa,0.0,0.0,0.0,0.0,0.06926234519745637,0.28790601683330996
BTEC,eng-dza,0.31579743536494786,0.5225594331690808,0.19442761817941037,0.45716503140322584,0.0924555226000044,0.2677409517222874
BTEC,eng-egy,0.5354157572369149,0.6822330012288876,0.4172126585456128,0.4489791287386455,0.14757699649090594,0.3284117347522992
BTEC,eng-sau,0.20191963294371817,0.5013181012717541,0.11270385168371963,0.17974201802407086,0.1386161305042404,0.3297643960839146
BTEC,eng-syr,0.17496169999139966,0.6293776964972494,0.12921088034956443,0.37412001020237773,0.11583860369327173,0.3028078684592667
BTEC,msa-dza,0.4312254896072409,0.516231202201161,0.26400108796059923,0.4636401783098548,0.09192073632749467,0.2781237173140901
BTEC,msa-egy,0.5437517189876234,0.6409294687712099,0.41197723637493,0.44350086950655593,0.12884829849477336,0.33746283815169564
BTEC,msa-sau,0.1016243507728359,0.545089359350386,0.05424337829077618,0.14380033828533126,0.12081310084721604,0.3356532902058093
BTEC,msa-syr,0.20164507046483776,0.6098193847911898,0.13654844648789002,0.3416104332624261,0.1063349443180601,0.3086512263376494
BTEC,sau-eng,0.0,0.0,0.0,0.0,0.3752694963834305,0.5571188280287301
BTEC,sau-msa,0.0,0.0,0.0,0.0,0.09538156534066858,0.3236550387881529
BTEC,syr-eng,0.0,0.0,0.0,0.0,0.2925547841304175,0.4696598294651946
BTEC,syr-msa,0.0,0.0,0.0,0.0,0.08729217941846634,0.3033118960910578
FLORES,egy-eng,0.0,0.0,0.0,0.0,0.14724020799727056,0.39699977419302857
FLORES,egy-msa,0.0,0.0,0.0,0.0,0.27103217415028497,0.46567748460745195
FLORES,eng-egy,0.16528967095902772,0.5263982310669962,0.10745881928963266,0.13663795130665077,0.1274645894678365,0.33255646652523274
FLORES,eng-sau,0.021216782657102157,0.40302252070745453,0.006285960925377047,0.016075629496995113,0.11862426892126461,0.31881565167623316
FLORES,eng-syr,0.033334645460745375,0.511897374597902,0.01546488691851567,0.07702213230543459,0.1133930307264828,0.31347899166051657
FLORES,msa-egy,0.21360896662488812,0.44589994213572937,0.11440728627819119,0.12957664108637096,0.273640474956364,0.46874310788991935
FLORES,msa-sau,0.03226982397485699,0.36233461110823556,0.004174189251881127,0.01874387703581096,0.33848045880932304,0.5279440226198814
FLORES,msa-syr,0.041245218565927645,0.42535650920995977,0.017889157413371503,0.0817313415256137,0.18396408931055722,0.4029065934516269
FLORES,sau-eng,0.0,0.0,0.0,0.0,0.1912556627575364,0.4379707248246775
FLORES,sau-msa,0.0,0.0,0.0,0.0,0.44911863381546363,0.612924314768082
FLORES,syr-eng,0.0,0.0,0.0,0.0,0.18154637772906795,0.4192791065943198
FLORES,syr-msa,0.0,0.0,0.0,0.0,0.2297796793061044,0.4349740317548479
