row_type,dialect_code,dataset,metric,delta,num_rows
bar,dza-eng,BTEC,ChrF_corpus_score,-0.060062994122840885,1
dialect_average,dza-eng,__average__,ChrF_corpus_score,-0.060062994122840885,1
bar,dza-msa,BTEC,ChrF_corpus_score,-0.09561464305608108,1
dialect_average,dza-msa,__average__,ChrF_corpus_score,-0.09561464305608108,1
bar,eng-dza,BTEC,ChrF_corpus_score,-0.033283266128035394,1
dialect_average,eng-dza,__average__,ChrF_corpus_score,-0.033283266128035394,1
bar,msa-dza,BTEC,ChrF_corpus_score,-0.035653934434447754,1
dialect_average,msa-dza,__average__,ChrF_corpus_score,-0.035653934434447754,1
